id,fecha,anulado,cancelado_activado,coordinado,comentario
266,16/01/26 17:48:44,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
267,05/04/25 06:13:47,1,0,0,"Caso sin novedades, finalizado exitosamente."
268,05/09/25 08:46:37,1,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
269,25/01/26 16:38:18,1,0,0,"Prestador reportó finalización exitosa, socio conforme."
270,21/02/25 06:18:14,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
271,04/07/25 05:19:00,1,0,0,"Prestador reportó finalización exitosa, socio conforme."
272,29/12/25 17:08:17,0,1,0,"Sin incidencias, asistencia completada a las 04:20."
273,24/01/25 01:35:18,1,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
274,24/12/25 04:40:55,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
275,21/01/26 15:06:55,0,0,0,"Sin incidencias, asistencia completada a las 08:13."
276,07/01/25 18:18:30,1,0,0,"Prestador reportó finalización exitosa, socio conforme."
277,03/09/25 14:21:11,1,0,0,"Caso sin novedades, finalizado exitosamente."
278,27/01/25 08:55:30,0,0,0,"Sin incidencias, asistencia completada a las 15:24."
279,28/02/25 02:25:31,0,0,0,"Caso sin novedades, finalizado exitosamente."
280,07/02/25 18:40:43,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
281,28/01/25 04:09:51,1,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
282,16/10/25 09:05:15,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
283,02/03/25 17:48:26,0,0,0,"Caso sin novedades, finalizado exitosamente."
284,07/11/25 19:50:39,1,0,1,Vehículo sobre autopista concesionada (RN9/RN12). Auxilio sin habilitación operativa. Anulado y recoord con proveedor autorizado.
285,26/04/25 16:24:28,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
286,15/08/25 09:55:37,0,1,1,"Falla en GPS del prestador, no localizó vehículo. Cancelado activado y recoord con unidad alternativa. Caso registrado en incidente #INC-4087."
287,08/08/25 09:36:39,0,0,0,"Sin incidencias, asistencia completada a las 00:14."
288,31/01/25 19:47:06,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
289,26/01/26 06:40:13,0,0,0,"Caso sin novedades, finalizado exitosamente."
290,16/05/25 21:05:10,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
291,03/05/25 05:35:04,0,1,1,Socio cambió destino sin avisar. Auxilio llegó al sitio original y devolvió. Cancelado y recoord al nuevo punto. Supervisor informado.
292,22/03/25 00:26:28,0,1,1,Demora elevada del prestador (+48 min por tráfico). Socio canceló activado y recoord con unidad más cercana. Cliente notificado vía SMS.
293,19/12/25 19:30:18,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
294,17/01/25 07:18:45,0,0,0,"Caso sin novedades, finalizado exitosamente."
295,25/05/25 22:55:29,0,1,1,El auxilio devolvió el servicio por incompatibilidad de equipo (grúa insuficiente para vehículo pesado). Cancelado activado y recoord con prestador adecuado.
296,06/02/25 21:14:59,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
297,16/05/25 20:37:42,0,0,0,"Caso sin novedades, finalizado exitosamente."
298,16/02/26 06:27:07,1,0,1,"No pudimos comunicarnos con el asegurado pese a 2 intentos (20:16, 15:22). Anulado y recoord con nuevo contacto verificado en CRM. Supervisor informado."
299,06/10/25 07:41:09,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
300,17/05/25 04:04:03,1,0,1,"Número de teléfono erróneo en ficha (era de familiar). Verificado en CRM y anulado, procedo a recoord."
301,26/03/25 09:38:47,0,1,1,"Falla en GPS del prestador, no localizó vehículo. Cancelado activado y recoord con unidad alternativa. Caso registrado en incidente #INC-4842."
302,27/02/26 18:58:18,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
303,13/08/25 03:29:44,0,0,0,"Caso sin novedades, finalizado exitosamente."
304,05/06/25 22:25:17,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
305,14/09/25 17:31:28,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
306,11/02/25 19:02:56,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
307,10/08/25 23:20:38,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
308,09/05/25 00:05:14,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
309,12/12/25 18:37:01,1,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
310,27/01/26 21:52:17,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
311,23/10/25 01:48:48,0,0,0,"Sin incidencias, asistencia completada a las 19:17."
312,31/03/25 15:33:41,0,1,1,Demora elevada del prestador (+82 min por tráfico). Socio canceló activado y recoord con unidad más cercana. Cliente notificado vía SMS.
313,15/08/25 08:11:37,1,0,1,"Número de teléfono erróneo en ficha (era de familiar). Verificado en CRM y anulado, procedo a recoord."
314,12/08/25 20:52:31,0,1,0,"Prestador reportó finalización exitosa, socio conforme."
315,16/02/25 15:22:26,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
316,20/06/25 10:42:06,0,0,0,"Caso sin novedades, finalizado exitosamente."
317,24/03/25 10:26:44,0,0,0,"Sin incidencias, asistencia completada a las 05:39."
318,11/09/25 09:42:25,1,0,1,Error en ubicación de origen (GPS desfasado 3km). Auxilio llegó a punto equivocado y devolvió. Anulado y recoord con geo corregida.
319,21/02/26 17:02:29,1,0,1,"No pudimos comunicarnos con el asegurado pese a 4 intentos (8:43, 20:46). Anulado y recoord con nuevo contacto verificado en CRM. Supervisor informado."
320,15/02/25 10:16:20,1,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
321,01/03/25 12:55:32,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
322,27/02/26 00:42:55,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
323,05/10/25 14:26:03,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
324,07/04/25 16:23:39,0,0,0,"Caso sin novedades, finalizado exitosamente."
325,23/01/26 15:40:28,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
326,25/01/26 01:13:17,0,0,0,"Sin incidencias, asistencia completada a las 05:04."
327,09/10/25 04:59:18,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
328,13/08/25 22:31:07,0,0,0,"Caso sin novedades, finalizado exitosamente."
329,15/01/25 20:38:51,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
330,03/05/25 22:10:19,0,0,0,"Caso sin novedades, finalizado exitosamente."
331,10/10/25 00:35:26,1,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
332,17/02/25 07:53:58,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
333,28/02/25 14:07:41,1,0,1,Prestador devolvió servicio por avería mecánica propia en ruta. Anulado y recoord inmediato con unidad backup. Tiempo perdido: 41 min.
334,03/03/26 04:31:59,0,1,1,"Falla en GPS del prestador, no localizó vehículo. Cancelado activado y recoord con unidad alternativa. Caso registrado en incidente #INC-6953."
335,02/01/26 09:32:45,0,1,1,Cobertura celular nula en zona rural. Imposible confirmar ubicación. Cancelado y recoord vía datos alternativos.
336,20/05/25 13:53:30,1,0,1,Vehículo sobre autopista concesionada (RN9/RN12). Auxilio sin habilitación operativa. Anulado y recoord con proveedor autorizado.
337,30/08/25 07:29:35,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
338,16/03/25 12:12:58,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
339,03/11/25 16:47:56,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
340,11/03/25 02:17:49,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
341,09/02/26 13:21:59,1,0,0,"Sin incidencias, asistencia completada a las 06:45."
342,08/02/26 16:17:52,0,0,0,"Sin incidencias, asistencia completada a las 01:59."
343,02/01/25 09:46:19,0,1,1,Error en datos CRM (patente/matricula equivocada). Cancelado activado y recoord con información corregida.
344,05/03/26 18:37:42,1,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
345,08/09/25 04:28:34,0,0,0,"Sin incidencias, asistencia completada a las 00:33."
346,05/09/25 11:21:35,0,1,0,"Sin incidencias, asistencia completada a las 18:30."
347,26/01/26 17:24:29,0,1,0,"Prestador reportó finalización exitosa, socio conforme."
348,14/06/25 06:44:15,1,0,1,Vehículo sobre autopista concesionada (RN9/RN12). Auxilio sin habilitación operativa. Anulado y recoord con proveedor autorizado.
349,20/10/25 12:14:54,0,0,0,"Sin incidencias, asistencia completada a las 13:38."
350,02/02/26 13:02:20,0,1,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
351,17/01/26 15:45:58,1,0,0,"Prestador reportó finalización exitosa, socio conforme."
352,20/02/26 12:24:42,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
353,10/02/26 20:09:31,0,1,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
354,19/01/25 04:32:37,0,1,1,Error en datos CRM (patente/matricula equivocada). Cancelado activado y recoord con información corregida.
355,19/06/25 03:55:54,1,0,1,"Alta demanda operativa en zona, prestador no respondió en tiempo pactado. Caso anulado y recoord según protocolo #OP-6657."
356,14/08/25 03:33:58,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
357,22/08/25 00:46:09,0,1,1,Cobertura celular nula en zona rural. Imposible confirmar ubicación. Cancelado y recoord vía datos alternativos.
358,29/07/25 20:09:04,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
359,29/08/25 08:21:39,0,0,0,"Caso sin novedades, finalizado exitosamente."
360,21/12/25 12:41:05,0,1,0,"Caso sin novedades, finalizado exitosamente."
361,13/03/26 10:54:43,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
362,01/10/25 12:20:40,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
363,03/01/26 15:55:34,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
364,19/01/25 19:04:15,0,0,0,"Caso sin novedades, finalizado exitosamente."
365,20/11/25 21:58:18,1,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
366,27/04/25 23:05:27,0,1,0,"Caso sin novedades, finalizado exitosamente."
367,20/02/25 20:45:55,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
368,21/02/25 14:10:44,0,0,0,"Sin incidencias, asistencia completada a las 12:26."
369,03/06/25 00:02:20,0,1,1,Error en datos CRM (patente/matricula equivocada). Cancelado activado y recoord con información corregida.
370,12/02/26 01:18:22,1,0,1,Error en ubicación de origen (GPS desfasado 3km). Auxilio llegó a punto equivocado y devolvió. Anulado y recoord con geo corregida.
371,11/07/25 13:09:15,0,1,1,Error en datos CRM (patente/matricula equivocada). Cancelado activado y recoord con información corregida.
372,29/09/25 13:36:43,0,1,1,El auxilio devolvió el servicio por incompatibilidad de equipo (grúa insuficiente para vehículo pesado). Cancelado activado y recoord con prestador adecuado.
373,10/02/26 05:10:11,1,0,1,"Alta demanda operativa en zona, prestador no respondió en tiempo pactado. Caso anulado y recoord según protocolo #OP-3847."
374,10/02/25 19:55:24,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
375,14/11/25 21:15:31,1,0,1,Prestador devolvió servicio por avería mecánica propia en ruta. Anulado y recoord inmediato con unidad backup. Tiempo perdido: 30 min.
376,26/10/25 04:14:29,0,1,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
377,23/11/25 08:29:16,0,0,0,"Sin incidencias, asistencia completada a las 18:35."
378,08/12/25 00:57:51,1,0,1,Vehículo sobre autopista concesionada (RN9/RN12). Auxilio sin habilitación operativa. Anulado y recoord con proveedor autorizado.
379,27/08/25 09:43:34,0,0,0,"Caso sin novedades, finalizado exitosamente."
380,22/03/25 02:28:22,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
381,28/10/25 09:40:27,1,0,1,Error en ubicación de origen (GPS desfasado 3km). Auxilio llegó a punto equivocado y devolvió. Anulado y recoord con geo corregida.
382,20/12/25 08:29:54,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
383,04/06/25 06:24:54,0,1,0,"Caso sin novedades, finalizado exitosamente."
384,05/09/25 03:15:24,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
385,20/10/25 11:36:18,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
386,25/12/25 09:01:53,0,0,0,"Caso sin novedades, finalizado exitosamente."
387,04/12/25 12:17:00,1,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
388,17/10/25 21:49:47,0,1,1,Socio cambió destino sin avisar. Auxilio llegó al sitio original y devolvió. Cancelado y recoord al nuevo punto. Supervisor informado.
389,26/01/25 19:47:31,1,0,0,"Caso sin novedades, finalizado exitosamente."
390,03/03/26 09:49:51,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
391,28/04/25 19:51:22,0,1,0,"Sin incidencias, asistencia completada a las 03:13."
392,23/04/25 20:12:39,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
393,09/05/25 21:48:46,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
394,28/01/26 21:43:53,0,0,0,"Sin incidencias, asistencia completada a las 22:21."
395,12/03/25 20:06:57,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
396,18/11/25 20:02:19,0,1,0,"Caso sin novedades, finalizado exitosamente."
397,08/02/26 14:02:37,0,0,0,"Sin incidencias, asistencia completada a las 14:40."
398,06/07/25 23:08:05,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
399,01/06/25 10:47:26,0,0,0,"Caso sin novedades, finalizado exitosamente."
400,31/03/25 06:08:50,1,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
401,04/10/25 11:33:32,0,1,1,Demora elevada del prestador (+80 min por tráfico). Socio canceló activado y recoord con unidad más cercana. Cliente notificado vía SMS.
402,20/05/25 05:16:58,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
403,27/02/26 15:51:18,0,0,0,"Sin incidencias, asistencia completada a las 12:25."
404,18/01/26 10:51:07,1,0,0,"Prestador reportó finalización exitosa, socio conforme."
405,28/08/25 02:09:48,0,0,0,"Sin incidencias, asistencia completada a las 17:18."
406,26/04/25 21:46:43,1,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
407,23/07/25 17:23:05,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
408,09/02/26 12:00:16,0,1,1,Demora elevada del prestador (+40 min por tráfico). Socio canceló activado y recoord con unidad más cercana. Cliente notificado vía SMS.
409,02/10/25 03:29:23,0,0,0,"Sin incidencias, asistencia completada a las 17:35."
410,11/12/25 23:43:16,0,1,1,Socio cambió destino sin avisar. Auxilio llegó al sitio original y devolvió. Cancelado y recoord al nuevo punto. Supervisor informado.
411,27/10/25 12:52:40,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
412,10/07/25 03:43:14,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
413,30/08/25 00:39:56,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
414,15/10/25 10:58:39,0,1,0,"Caso sin novedades, finalizado exitosamente."
415,24/04/25 20:04:40,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
416,26/02/26 14:58:44,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
417,04/06/25 20:26:07,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
418,13/03/25 01:02:19,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
419,10/09/25 03:06:15,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
420,03/10/25 04:24:29,0,0,0,"Caso sin novedades, finalizado exitosamente."
421,09/07/25 21:47:44,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
422,04/10/25 13:37:47,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
423,08/01/26 04:56:26,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
424,02/12/25 03:53:31,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
425,12/11/25 13:17:02,0,1,1,El auxilio devolvió el servicio por incompatibilidad de equipo (grúa insuficiente para vehículo pesado). Cancelado activado y recoord con prestador adecuado.
426,20/12/25 11:13:28,1,0,0,"Caso sin novedades, finalizado exitosamente."
427,16/08/25 07:54:23,0,1,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
428,20/02/25 21:23:34,0,0,0,"Caso sin novedades, finalizado exitosamente."
429,27/11/25 11:03:25,0,1,0,"Caso sin novedades, finalizado exitosamente."
430,22/05/25 06:07:54,1,0,1,Error en ubicación de origen (GPS desfasado 3km). Auxilio llegó a punto equivocado y devolvió. Anulado y recoord con geo corregida.
431,26/02/26 14:05:42,0,1,1,Socio cambió destino sin avisar. Auxilio llegó al sitio original y devolvió. Cancelado y recoord al nuevo punto. Supervisor informado.
432,19/04/25 20:40:38,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
433,11/01/25 01:50:21,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
434,05/05/25 04:50:36,0,1,1,Capacidades operativas excedidas (3 casos simultáneos). Socio canceló y activamos recoord urgente. Tiempo de espera reportado: 56 min.
435,16/04/25 02:53:48,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
436,11/10/25 06:37:13,0,0,0,"Sin incidencias, asistencia completada a las 07:04."
437,21/02/26 07:21:49,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
438,17/03/25 19:00:17,0,1,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
439,16/03/25 04:34:16,0,0,0,"Caso sin novedades, finalizado exitosamente."
440,13/02/26 05:07:42,1,0,1,"Alta demanda operativa en zona, prestador no respondió en tiempo pactado. Caso anulado y recoord según protocolo #OP-9918."
441,14/01/25 04:00:22,1,0,1,"Alta demanda operativa en zona, prestador no respondió en tiempo pactado. Caso anulado y recoord según protocolo #OP-5121."
442,09/02/26 07:37:20,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
443,09/01/25 05:16:03,0,0,0,"Caso sin novedades, finalizado exitosamente."
444,06/03/25 23:26:33,1,0,0,"Prestador reportó finalización exitosa, socio conforme."
445,28/02/25 23:04:30,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
446,18/08/25 11:32:37,0,0,0,"Caso sin novedades, finalizado exitosamente."
447,25/02/25 14:32:14,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
448,11/11/25 01:46:50,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
449,04/12/25 16:19:29,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
450,26/11/25 00:03:30,0,1,1,"Falla en GPS del prestador, no localizó vehículo. Cancelado activado y recoord con unidad alternativa. Caso registrado en incidente #INC-4992."
451,10/03/26 12:27:43,0,0,0,"Caso sin novedades, finalizado exitosamente."
452,25/02/25 15:45:58,0,0,0,"Caso sin novedades, finalizado exitosamente."
453,16/08/25 02:57:05,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
454,14/06/25 19:09:04,0,1,0,"Sin incidencias, asistencia completada a las 19:36."
455,06/03/25 08:39:40,0,1,1,Error en datos CRM (patente/matricula equivocada). Cancelado activado y recoord con información corregida.
456,27/10/25 17:45:20,0,0,0,"Caso sin novedades, finalizado exitosamente."
457,15/07/25 19:33:18,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
458,21/08/25 16:38:27,0,0,0,"Caso sin novedades, finalizado exitosamente."
459,20/02/25 22:07:54,0,1,1,Socio cambió destino sin avisar. Auxilio llegó al sitio original y devolvió. Cancelado y recoord al nuevo punto. Supervisor informado.
460,02/12/25 20:56:49,1,0,1,"Número de teléfono erróneo en ficha (era de familiar). Verificado en CRM y anulado, procedo a recoord."
461,10/10/25 23:55:13,0,1,1,Cobertura celular nula en zona rural. Imposible confirmar ubicación. Cancelado y recoord vía datos alternativos.
462,09/08/25 14:56:14,0,0,0,"Caso sin novedades, finalizado exitosamente."
463,31/07/25 10:52:29,0,1,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
464,24/07/25 13:46:06,0,0,0,"Caso sin novedades, finalizado exitosamente."
465,10/06/25 13:20:42,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
466,11/05/25 11:09:43,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
467,31/08/25 02:05:53,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
468,13/02/25 02:27:06,1,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
469,17/01/26 23:23:51,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
470,08/03/25 17:03:37,0,1,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
471,15/10/25 17:21:42,0,1,1,"Falla en GPS del prestador, no localizó vehículo. Cancelado activado y recoord con unidad alternativa. Caso registrado en incidente #INC-4096."
472,04/03/25 13:22:55,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
473,07/12/25 13:55:58,0,1,1,Capacidades operativas excedidas (3 casos simultáneos). Socio canceló y activamos recoord urgente. Tiempo de espera reportado: 35 min.
474,05/01/26 01:18:38,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
475,09/06/25 11:06:36,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
476,17/09/25 06:09:42,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
477,04/09/25 07:54:06,0,1,1,Capacidades operativas excedidas (3 casos simultáneos). Socio canceló y activamos recoord urgente. Tiempo de espera reportado: 70 min.
478,29/06/25 17:23:07,1,0,0,"Caso sin novedades, finalizado exitosamente."
479,26/01/26 08:36:14,0,0,0,"Caso sin novedades, finalizado exitosamente."
480,18/02/26 13:54:35,0,1,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
481,28/01/26 19:39:43,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
482,26/11/25 17:01:38,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
483,03/12/25 22:17:01,0,0,0,"Sin incidencias, asistencia completada a las 10:51."
484,03/04/25 08:44:48,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
485,08/06/25 10:22:00,0,0,0,"Sin incidencias, asistencia completada a las 20:00."
486,03/04/25 04:36:42,0,1,0,"Sin incidencias, asistencia completada a las 19:27."
487,25/07/25 02:09:47,1,0,1,Error en ubicación de origen (GPS desfasado 3km). Auxilio llegó a punto equivocado y devolvió. Anulado y recoord con geo corregida.
488,21/11/25 00:05:47,1,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
489,29/09/25 06:24:26,0,1,0,"Prestador reportó finalización exitosa, socio conforme."
490,21/08/25 10:10:23,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
491,09/06/25 23:20:49,1,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
492,18/10/25 19:05:56,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
493,27/01/25 04:10:48,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
494,13/11/25 01:43:05,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
495,20/05/25 14:42:27,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
496,06/09/25 19:28:26,0,0,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
497,20/05/25 06:48:32,0,1,0,"Caso sin novedades, finalizado exitosamente."
498,28/02/25 11:27:07,0,1,1,Socio cambió destino sin avisar. Auxilio llegó al sitio original y devolvió. Cancelado y recoord al nuevo punto. Supervisor informado.
499,26/05/25 21:43:37,0,0,0,"Sin incidencias, asistencia completada a las 18:00."
500,07/09/25 16:42:19,0,0,0,"Sin incidencias, asistencia completada a las 16:06."
501,24/01/25 07:25:38,0,0,0,"Caso sin novedades, finalizado exitosamente."
502,29/01/25 00:13:19,0,1,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
503,19/04/25 04:48:16,1,0,0,"Sin incidencias, asistencia completada a las 12:36."
504,29/05/25 10:07:00,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
505,12/09/25 23:27:11,0,0,0,"Sin incidencias, asistencia completada a las 18:55."
506,08/03/25 12:34:45,1,0,1,"No pudimos comunicarnos con el asegurado pese a 4 intentos (18:24, 18:24). Anulado y recoord con nuevo contacto verificado en CRM. Supervisor informado."
507,28/04/25 16:35:53,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
508,09/12/25 11:04:25,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
509,15/01/26 01:27:01,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
510,24/08/25 02:55:20,0,0,0,"Caso sin novedades, finalizado exitosamente."
511,22/10/25 13:36:25,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
512,30/12/25 20:26:18,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
513,28/02/25 12:01:20,1,0,0,"Prestador reportó finalización exitosa, socio conforme."
514,29/03/25 19:29:53,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
515,20/12/25 11:05:27,1,0,1,Socio resolvió avería por su cuenta (cambio de rueda/arranque). Canceló vía app antes de llegada del auxilio. Caso anulado sin recoord.
516,09/03/26 03:15:27,0,1,1,Cobertura celular nula en zona rural. Imposible confirmar ubicación. Cancelado y recoord vía datos alternativos.
517,29/10/25 12:33:05,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
518,22/07/25 09:47:21,0,1,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
519,24/04/25 10:49:10,0,1,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
520,09/02/25 16:40:07,0,1,1,El auxilio devolvió el servicio por incompatibilidad de equipo (grúa insuficiente para vehículo pesado). Cancelado activado y recoord con prestador adecuado.
521,29/09/25 16:12:57,1,0,0,"Caso sin novedades, finalizado exitosamente."
522,02/02/26 11:22:46,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
523,24/02/26 20:52:09,0,1,0,"Sin incidencias, asistencia completada a las 10:44."
524,01/05/25 03:09:16,0,0,0,"Auxilio llegó en tiempo, socio conforme según llamada de cierre."
525,12/04/25 05:38:09,0,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
526,25/01/26 20:04:11,1,0,0,"Todo en orden según protocolo operativo, servicio cerrado en CRM."
527,31/01/26 20:31:29,0,0,0,"Caso sin novedades, finalizado exitosamente."
528,22/01/26 18:48:37,0,0,0,"Sin incidencias, asistencia completada a las 06:26."
529,18/08/25 21:59:56,0,1,1,Socio cambió destino sin avisar. Auxilio llegó al sitio original y devolvió. Cancelado y recoord al nuevo punto. Supervisor informado.
530,17/10/25 20:40:39,0,0,0,"Prestador reportó finalización exitosa, socio conforme."
531,15/06/25 20:20:09,0,1,0,"Auxilio ejecutado sin problemas, registro OK en sistema."
532,14/08/25 02:30:28,0,1,0,"Sin incidencias, asistencia completada a las 06:09."
